review,sentiment
"b'""Tank Girl"" was, I suppose, meant to be the ""Buckaroo Banzai"" of the 90\'s and was marketed as such. The comparison is, admittedly, appropriate; both movies have so many things going on in any given frame of film that, as impossible as the story is to sort out, it certainly isn\'t boring.<br /><br />""Tank Girl"" is a fun enough ride if you turn your brain off before the movie starts. Otherwise you\'ll end up with a skull-cracking headache like me.'",0
"b'Back in the 60\'s, this grim study of Joy, a young proletarian wife, was the introduction to the career of Ken Loach, who became one of the most distinguished and respected British filmmakers of all time. By then I knew very little about Brecht, politics or the reality of the under-privileged, and I was quite impressed by the aesthetic of the film, its free style, its austere color cinematography, and Joy\'s monologues in front of the camera. I was also much surprised to find that Terence Stamp (who had become a celebrity, thanks to ""Billy Budd"", ""The Collector"" and ""Modesty Blaise"") had so little screen time. Although 20th Century Fox distributed ""Poor Cow"" in Panama, Loach did not stay in mainstream cinema (which this film hardly is) and I lost contact with his films. I just heard of his successes, ""Kes"", ""Family Life"", ""Black Jack"". until I caught up in the 80\'s. The beautiful title song by Donovan, by the way, is available in his anthology ""Troubadour"".'",1
"b""I happened to rent this movie with my sister in hopes of watching a great entertaining movie, that was humorous, however my expectations were let down. This movie was beyond disgusting and revolting for a PG-13 movie, this should have been rated R for the many mature references that went on in this movie. I wouldn't recommend allowing a 13 year old teen see this.<br /><br />Even if no one under the age of 17 is watching this movie, beware of a truly stupid movie, there's no humor in the movie, just a bunch of disgusting sexual references including a small touch of pedophilia, something that shouldn't even be joked about. <br /><br />I would like to know what happened to PG-13 movies, that were actually safe for actual a 13 year old? This is beyond a deplorable movie and should be re-rated.""",0
"b'I have always been a huge fan of ""Homicide: Life On The Street"" so when I heard there was a reunion movie coming up, I couldn\'t wait.<br /><br />Let me just say, I was not disappointed at all. It was one of the most powerful 2 hours of television I\'ve ever seen. It was great to see everyone back again, but the biggest pleasure of all was to have Andre Braugher back, because the relationship between Pembleton and Bayliss was always the strongest part of an all-together great show.'",1
"b'Anyone who has ever doubted Ingrid Bergman\'s ability to play comedy need only look to ""The Bells of St. Mary\'s"". OK, so she\'s a nun with TB who\'s probably in love with Fr. O\'Malley, (think what Luis Bunuel could have done with that), but she also displayed a wonderfully sly sense of fun that made you wish directors had cast her in comedies more often. In ""Cactus Flower"" she\'s a starched dentist\'s nurse, (Walter Matthau is the dentist), in love with her boss but keeping it buttoned up. When she\'s forced to act as his \'wife\' in order to hoodwink his mistress, (don\'t ask), she lets loose and the buttons pop. And she\'s a joy to behold.<br /><br />The movie itself is a hardier than usual translation to the screen of a Broadway hit, (you can see it\'s three acts). It\'s a French Farce, (it was originally; it\'s taken from the play \'Fleur de Cactas\' by Pierre Barillet and Jean-Pierre Gredy), and it hits all the right spots. Matthau uses his great hang-jowl expression to wonderful effect and a klutzy blonde newcomer, as she was then, called Goldie Hawn almost steals the film as the dizzy mistress who decides to give up her meal ticket because she feels sorry for \'the wife\' even though \'the wife\' is having a ball. Hawn made such an impression in the role that what she did steal was the Academy Award for Best Supporting Actress.'",1
"b""This is an excellent James Bond movie. Although it is not part of the original and more famous series, and it is a standalone film, it is very well done. Enticing Sean Connery to return to the role he made famous was a stroke of genius, as was titling the movie in a way that references his past vow to not play Bond again. Connery was as great as he was in his earlier 007 appearances. The script is outstanding, as are the photography and the performances. It's the earliest movie I recall with Kim Basinger, who became much more famous after this film; Barbara Carrera was excellent; and Klaus Maria Brandauer was absolutely perfect as the main villain. The frequent references to the aging of Bond and the changing times and attitudes of the British secret service were most humorous. The 007 gadgets equaled those of the other Bond films. The only thing missing was the famous 007 music theme, which, of course, could not be used by this competing production. It was rather amazing to me to be able to see two excellent James Bond movies released in the same year, this one and Octopussy with Roger Moore. An interesting aspect of the film is an emphasis on video games and computer graphics. The early 80's were the first heyday of such things, and the use of them in this film made it a very contemporary movie. The film is actually a different version of Thunderball, updated with newer technology. Regardless of the repeated theme, there are sufficient differences to make it most entertaining. I will watch this one frequently.""",1
"b""If there's one thing I've learnt from watching George Romero's Creepshow, it's that if you stumble upon an mysterious old crate that someone has obviously gone to a lot of effort to hide, just leave well alone: there's probably something nasty inside.<br /><br />Obviously, Professor Gordon Crowley, Robert Englund's character in 'Jack Brooks, Monster Slayer' isn't a Romero fan, 'cos he busts open the old wooden box he finds buried in his yard, only to discover\xc2\x97surprise, surprise\xc2\x97an ancient demon that possesses his body (initially causing him to eat and vomit rather a lot).<br /><br />When the demon eventually erupts from Crowley's body during chemistry class and begins to transform the students into hellish, flesh-tearing beasts, it's up to plumber Jack Brooks (Trevor Matthews) to try and stop the foul creatures, armed only with a length of pipe and fuelled by a lifelong hatred of all things monstrous!.<br /><br />The DVD packaging for Jon Knautz's low-budget monster flick promises one hell of a fun ride, offering cheesy thrills and spills of the kind one might expect from your average 80s creature feature (toothy critters, rubber monster suits, gruesome gore, and absolutely no CGI!)\xc2\x97and for the last 15 minutes, that's exactly what viewers get: non-stop splattery effects; a silly, tentacled Jabba-style demon thingy; and mucho macho monster mashing!<br /><br />It's a shame, then, that the rest of the film's running time\xc2\x97a massive 70 minutes or so\xc2\x97is mostly spent following Jack as he goes about his boring, everyday business: plumbing, visiting his shrink, going to chemistry class, and upsetting his girlfriend. If you think you might enjoy a film that focuses primarily on coping with childhood trauma and anger management, buying spare boiler valves from a hardware shop, and the chemical properties of Sodium, then this is the film for you; but if it's a massive dose of monster mayhem you're after, then I'd advise looking elsewhere!""",0
"b'""Bar Hopping"" seems to be trying to be about the stereotypical bar tender and lay ""shrink"" serving up pearls of wisdom followed by example vignettes played out by the cast. However, this turkey is a jumbled mess with a script full of simple-minded cliched nonsense: Hard to follow, herky-jerky flow, unsatisfying, and not worth the time. (D)'",0
"b""Excellent cast, story line, performances. Totally believable. I realize the close knit group that exemplifies the Marine Corps. But this movie brought fear to my heart. The marines let principles be damned. It seems that this film was based on real life incidents. It shows how difficult it is to go up against the establishment. Anne Heche was utterly convincing. Sam Shepard's portrayal of a gung ho Marine was sobering. And Eric Stoltz as her attorney was so deft balancing his loyalty to the Corp but also his loyalty to his client, while high above on his tightrope. He knew what his true course of action had to be. But he was pulled apart by his immersion in the Marine tradition, loyalty to the Corps above all else. I sat riveted to the TV screen. All in all I give this one a resounding 9 out of 10.""",1
"b'What a silly movie. While it looks nice, it doesn\'t make a lot of sense. On the one hand, the film suggests that Juana\'s ""madness"" was that she was just a woman ahead of her time. On the other hand, she has an obsession that is right out of the worst Victorian novel of the wronged woman, and that does seem a sort of mental problem, like Miss Havesham in a castle. This movie is what Elizabeth would have been if Elizabeth had not been able to get past Essex\'s sexual attraction.'",0
"b""Snakes on a Train is a movie I rented due to the pure amusement of the thoughts I had, about the movie. Snakes on a Plane was an enjoyable Action film, so obviously the film makers wanted to cash in on the success, with this low budget effort. At 85 minutes, Snakes on a Train is almost unbearable to witness. I had to keep pausing the film to do something to entertain myself, due to the lack of happenings in the film. Throughout the duration of the film, it's never fully explained why this girl has this curse, or why she keeps coughing up this green/purplish goo constantly. Not only that, there is endless boring dialog of the two main characters, Brujo and Alma discussing how to get rid of the curse. I can appreciate low budget film-making. I'm truly not picky on movies, i'm open to any genre or budget, but Snakes On A Train is truly one of the worst Horror films I have ever seen. Were the writers on Acid or something at the end of this film?. Why did the woman suddenly turn into a giant snake? and most importantly how on earth was it able to devour the train?.<br /><br />Bottom line. Snakes on a Train is a movie that needs to be avoided at all costs. Don't be intrigued like I was by the title, this is a movie that's seriously bad. Let's put these snakes to rest<br /><br />0/10""",0
"b""Inexplicably, I watched this movie for the very first time just a couple of days ago, and understood from the very beginning what all the fuss is about. This movie held my attention from beginning to end, and ran me through the whole range of emotions (and might have helped me discover a few I never knew about.)<br /><br />Dustin Hoffman absolutely shines as Ted Kramer. He is absolutely convincing as a man having to juggle at least three different challenges in life: jilted husband, workaholic ad executive and loving father. Meryl Streep as Joanna Kramer was less central to the movie simply because Joanna was absent for a good part of it, but when she was on screen she gave Hoffman a run for his money. The true standout, though, (in my opinion) had to be young Justin Henry as Billy Kramer. Children are always the innocent victim in a marital breakdown, and Justin seemed absolutely natural and completely believable in this role as he deals with the conflicting emotions around his mother and his adjustment to life with Dad, only then to have the confusion around why he should have to leave his Dad when it was his Mom who walked out on him. Young Justin didn't seem to miss a beat in this very difficult role.<br /><br />All in all, this is an excellent, Oscar-worthy movie whose only weak point was what I thought to be a truly disappointing decision to go for the sappy and happy ending, which was totally unrealistic considering the destructive custody battle Ted and Joanna had gone through. But there's not much else to complain about here.<br /><br />9/10""",1
"b'This 60min film shows just how much fun filmmaking can be. It\'s all in good fun as it plays-out a no holds barred comedy assault on the Star Trek genre. In ""Hick Trek - The Moovie"", a group of good \'ol boys are on a mission to stop a group of renegade cats out to destroy the entire Redneck Federation.<br /><br />Can Captain Jerk stop the villainous Fluffy with the power of the R.S.S. Bovine and it\'s Cow Ray?? She may have nine lives, but he has ten bullets! This cult classic (previously only seen at scifi conventions) is a party favorite. Lots of funny moments!'",1
"b'While studying the differences between religion and cult in college, Mindy (Rachel Miner), who is the best student in the class, convinces her schoolmates Cassandra (Taryn Manning), Bailey (Glenn Dunk), Alex (Joel Michaely) and Morgan (Victoria Venegas) to research the massacre of worshipers of Kwan Yin by their leader Owen Quinlin (Robert Berson) twenty years ago in California. Quinlin had found an ancient amulet in Southern China that would give an enormous power to him after the sacrifice of human souls, but one woman resists and he is destroyed. However, after the death of Morgan, who apparently committed suicide, the students discover that Quinlin has returned and is chasing their souls with his amulet.<br /><br />The storyline of \'Cult"" is not totally bad. Unfortunately, the screenplay, the direction, the acting, the lines, the camera, the CGI and the edition are awful. I was completely bored and tempted to use the FF button of the DVD, but I resisted and wasted 90 minutes of my life watching this never-ending crap on a Saturday night. My vote is two.<br /><br />Title (Brazil): ""O Amuleto Secreto"" (""The Secret Charm"")'",0
"b""This is absolutely the best 80s cartoon ever, maybe the best cartoon of all time. It had everything action, adventure, thrill, and much more...<br /><br />I can't imagine how hard it was for Ruby-Spears company to make this great cartoon, there has been spent a lot of money for this masterpiece of work and it was worth it, for example just the beaming down scenes were hard because I wouldn't call the 1980s for a great technology year with computers like now in the world we live in so the beaming down scenes were excellent!<br /><br />The cartoons will never be the same as they were before, that is why I hope that they all will be released on DVD specially The Centurions as it's my favorite. I have the whole complete set of 65 episodes on DVD-r but it's not the same because if they were released on DVD the people in the world would be able to buy it and see the DVD's in almost every store which means a lot to the fans. My good friend Ted made this petition to either get the show back on TV or better on DVD, that is if we get many requests to get them back on DVD.<br /><br />So please help us by signing the petition at http://www.petitiononline.com/6600F/petition.html""",1
"b'The opening of Imamura\'s masterpiece avoids mere sensationalism in its depiction of the unfathomably horrifying events of August 6th, 1945, in which 90% of Hiroshima and tens of thousands of lives were annihilated in an instant. Instead, Imamura emphasizes the unprecedented strangeness of the catastrophe, focusing on such portentous images as the diabolic mushroom cloud louring silently in the distance and the black rain that spatters a beautiful young woman\'s face. The rest of the film traces the ramifications of the latter incident, bringing the atomic holocaust and its aftermath (over 100,000 people died of radiation poisoning) down to the intelligible level of the plight of Yasuko (Yoshiko Tanaka) and her small ""community bound by the bomb.""<br /><br />The survivors strive for normalcy and continuity, most notably by attempting to find a suitable marriage for Yasuko, but the imminent possibility of radiation sickness shadows every aspect of their lives. Yasuko\'s potential suitors, naturally enough, shy away from a young woman, no matter how attractive, who might suddenly grow sick and die. Genuine love, when it finally does appear, does so unexpectedly and ambiguously. We are left wondering if love across class lines is more a token of Yasuko\'s status as ""damaged goods"" or of a common humanity, thrown into bold relief by harsh circumstances, that transcends class divisions.<br /><br />The film\'s classically restrained style intensifies the impact, the spare, eloquent interior shots reminding us that Imamura began his career as an assistant to the great Ozu. Imamura\'s mastery is evident, for example, in the paired scenes of Yasuko bathing, the first emphasizing her lovely back and legs, the second how her hair is falling out. The shots stand almost as bookends to the narrative\'s trajectory, distilling its tragic essence. The film\'s documentary-style realism is violated for expressive purposes several times, perhaps most notably in a scene that lays bare the troubled interior life of a shell-shocked veteran. Both the score by the renowned avant-garde composer Toru Takemitsu and the stunning black and white photography contribute greatly to the film\'s brooding atmosphere. When, in the final shot, Yasuko\'s uncle (Kazuo Kitamura), the film\'s laconic narrator, looks to the vacant sky for a rainbow as a sign of hope and regeneration, the black and white imagery suddenly becomes so poignant that it is almost unbearable. Few films from Japan (or anywhere else, for that matter) could be compared to the great, humanist Japanese masterpieces of the 1950s. This film is one of them. When I finished viewing it for the first time, I sat stunned, unable to move for at least five minutes, overwhelmed as I was by the emotions great tragedy should inspire: terror and pity.'",1
"b'For me this wonderful rollercoaster of a film bears repeated pleasurable viewings. Its about the tangled lives of three very different people. Holly Hunter is the obsessive workaholic producer. Albert Brookes plays the unprepossessing but brilliant journalist. William Hurt is the affable but dumb new kid on the block, news anchor.<br /><br />The classical love triangle emerges with the stunningly witty and self deprecating Brookes in love with Hunter but she of course is attracted to Hurt.<br /><br />This film works on many levels. At the very least it is a brilliant comedy with the one liners flying so thick and fast that each viewing bears a new harvest of ones that you may have missed last time. Its also a film about attraction and unfulfilled romance.<br /><br />But perhaps most importantly the film examines the modern obsession with physical appearance and its ultimate triumph over intellect as a valued human attribute. This is personified by the meteoric career success of the Hurt character in contrast to Brookes relative decline.<br /><br />Despite being fifteen years old the film has some startingly relevant messages about modern news values and the continuing decline in journalistic standards.<br /><br />This film is a classic in every sense and it is difficult to understand why it has been so neglected'",1
"b'Pat O\'Brien portrays Knute Rockne, the All-American Notre Dame football coach. No doubt, this film will be considerably more appealing to those interested in some aspect of ""Knute Rockne All-American Notre Dame Football"" - probably, it\'s most interesting to serious followers of football and/or Notre Dame football. You will see some good documentary-style film footage.<br /><br />Otherwise, it\'s difficult to recommend this as a FILM. It\'s not much more than an historical document. You\'ll ""know"" the end is near when Gale Page gets a chill - and, don\'t blink or you\'ll miss Ronald Reagan doing, of all things, ""Camille""! <br /><br />*** Knute Rockne - All-American (1940) Lloyd Bacon ~ Pat O\'Brien, Gale Page, Ronald Reagan'",0
"b'As a bit of a Michael Dudikoff fan I sat down to watch one of his good old-fashioned actioners - I\'m still waiting.<br /><br />The film is based around a group of US commandos trying to get rid of a bunch of Syrian terrorists who have taken over a nuclear reactor. Maddie Reese (Felicity Waterman) was an English member of the commando unit and of course she became romantically involved with Tom Dickson (Dudikoff). I must ask since when have the Brits had female SAS members - as far as I know if they are ever needed they are got from other sources. Even if they did I can pretty much guarantee they wouldn\'t be as wet as Maddie Reese. I would also think that Tom Dickson would be a little more responsible in his position - or have I lost the plot?! I know there is always the romantic angle in these films as it helps provide the feelgood factor, but does it have to be throughout, especially when there\'s more important things to be taken into consideration - like nuclear warfare!<br /><br />The signing of the treaty on the US aircraft carrier intrigued me. The ""sacred pen"" as carried by one of the supposed TV news crew - are there were no security checks to find out who or what goes on board one of these ships, especially with the calibre of people that was on it. Mind you if there was, I suppose there would be no story.<br /><br />I could go on, but when it got to ""inner body bomb defusion"" in order to safely remove a bullet I gave up on the action drama movie bit and enjoyed it for the comedy it actually was.<br /><br />By the way, would a news reporter really say ""Downtown Damascus""??'",0
"b'These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn\'t so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion but i think these guys should stop now before they humiliate themselves anymore than they have already.'",0
"b""'Bloody Birthday' is an odd and, at times, humorous low-budget horror flick along the lines of 'Mikey' or a less intelligent version of 'The Good Son'.<br /><br />Set in a small Californian town, three babies are born at the height of an eclipse, where planetary alignment means they are somehow born without emotions. Ten years later, our three little psychopaths take themselves on a killing spree, doing away with parents, siblings, teachers and anyone else who irritates them. Only one teenage girl knows the truth to be able to stop them. There is no explanation for why babies across the world born at the same time aren't equally as twisted but there you go!<br /><br />For a slasher film, it's very tame in terms of violence and gore, which I suppose highlights the problem of casting child characters as the killers as there is only so much you can expose the young actors to. Instead, it's amusing and a little disturbing seeing three ten-year-olds plotting murders and carrying out their plans using guns, knives and crossbows. The main reason why it doesn't descend into being totally ridiculous is because the child actors are very convincing in their roles with the way they slyly play the little innocents in front of undiscerning adults while showing their dark side to the girl who knows the truth.<br /><br />'Bloody Birthday' is rather mediocre as a horror flick, with few scares and little blood, but because it has the shock factor of having kids as the killers, it is a bit unique in that way. One to watch if there's nothing else on.""",0
"b""TOUGH LUCK follows a homeless drifter as he becomes entangled in the underground crime world of deception and chaos. Archie(Norman Reedus) has been released from prison and has nothing to lose. He is almost killed before the owner of a carnival named Ike(Armand Assante) hires him for work. Soon Ike discloses a strong desire for Archie to murder his mischievous wife, Divana(Dagmara Dominczyk), an erotic dancer for the Carnival. Things soon get complicated when Archie falls in love with Divana and warns her of the scheme. They become involved in a very steamy affair that leaves little to the imagination of the viewer, after which they soon make a plan. Together they plot to murder Ike, but things don't go quite as planned.<br /><br />I would be lying if I said that this film didn't surprise me. I was, personally, blown away by how good this film was. Upon renting it several years back, I was expecting another clich\xc3\xa9 thriller with a lot of the typical elements and themes that are shown in a lot of films of that type these days. Within minutes I was hooked and found myself quite involved with the world of this film. It's the kind of film, much like BUFFALO '66, that just sucks you in and transports you into the style and the feeling of paranoia. It is a film that really pulls it off in stunning fashion. One thing I particularly appreciated was how the film depicted it's characters. The film isn't as easy and clear cut as it may appear in the plot summary. These are characters that you actually grow to care about and are fascinated by, including the characters that are supposed to be the bad guys. In truth, there are no good guys or bad guys in this film. All of the characters are flawed in ways that are realistic and incredibly true-to-life. There aren't many films that manage to accomplish this task as flawlessly as this film does, but it's definitely a film style that I like and I want to see more of from films today. There were quite a few crime films that were like that back in the early 50s, but there hasn't been one as gripping and unique as this ever since! <br /><br />In terms of flaws, I have mostly very minor gripes. The film itself isn't exactly original. However, I doubt that most folks would expect it to be original. The film's editing style also may be irritating to some folks as it tends to have a camcorder type of shaky cam throughout. While I wasn't bothered by it and actually felt that it added to the atmosphere, I'm sure most viewers will not be as enthralled by it and may find it generally off-putting. Despite the minor flaws, however, this is one of the most underrated films of the 2000s. It's so refreshing to get lucky and watch an unknown film that turns out to be good. It seems as if this film was a direct-to-video release, though this film is far better than that. Had it been put in theaters, it wouldn't have won any awards nor would it have been seen much, but it would have a lot more recognition than it has today. Recognition that this film deserves. TOUGH LUCK is an astounding, entertaining, and twisted neo-noir thriller with a real sense of class and style juxtapose and with enough substance to make the average moviegoer more than simply satisfied.""",1
"b""This movie won a special award at Cannes for its acting and it's not difficult to see why. (A few spoilers - but for the ending, you'll have to watch the movie!) A simple story - in Moscow on the eve of war between Russia and Germany in WW II Veronika (Tatiana Samoilova) is in love with Boris (Aleksei Batalov) but they have a spat when she learns that he has enlisted in the army. Boris leaves for the front before Veronika can tell him she loves him. Boris is shot but his ultimate fate remains unknown to Veronika or his family. Mark, Boris' cousin, rapes Veronika who feels obligated to marry him. Degraded and demeaned by the cowardly Mark, Veronika clings to the hope that someday Boris will return. Superb camera-work and wonderful set pieces by director Kalatozov. (For anyone interested in film technique another movie by Kalatozov, I AM CUBA, has at least two superb set pieces - one of them a long tracking shot that begins with a funeral procession through the streets of Havana, rises two stories to a cigar factory, tracks though the window and follows the procession down a long, long avenue - all without a cut.) Superb acting, particularly by Samoilova and Vasili Merkuryev (as Boris' uncle) that is made all the more poignant by sheer understatement. A devastatingly romantic movie with a heart-stopping performance by Samoilova. (This movie is frequently linked with the other Russian classic Ballad Of A Soldier.)""",1
"b""This is by far one of the best movies I have seen in a very long time. Top 20 of my lifetime. I laughed more than I have since Hitchhikers Guide to the Galaxy, and cried more than I have since I saw The Notebook. If you are looking for a touching movie without the sappy edge...this is the one. It is real and powerful. See it and you won't regret it. I was reluctant at first and I only watched it because I had to do a school project about speech disabilities. But this movie is so much more than that. It is about life, free and independent from the way the world would have you held down. Its about the disabilities that each of us have that keep us from see ourselves and what we miss but letting everything else get in the way.""",1
"b""OK I watched this movie. Someone needs to kick me. WHY must the Olsen twins insist on subjecting the world to this putrid torture? This was another movie of watching the Olsen twins travel to an exotic location, meet some cute guys,look pretty and have everyone drooling over them.the direction,the plot development,ugh the acting. i don't know about the U.S., but in my country it is considered extremely stupid to hop onto the bike of a guy u met like,10 minutes back. though i'm now convinced that these girls will never learn to act, i really hope that one day we'll get to watch a movie with an original,even slightly plausible plot.""",0
"b""The music is by Stravinsky (and not by stupid incompetent Philip Glass) and was written ten years before glass' unfortunate birth. The staging is simply extraordinary. The narrative in Japanese adds a threatening quality and intensity that the Latin version does not have. cf. Terzieff's version. The giant heads and hands are totally justified by the mythic aspect of the tale. The props and make up used for the plague are simply spot on. It's Taymor's best work. The singers are very good, especially Terfel. Langridge is quite moving and clean, and Norman finds the right expression, and her beauty is magnified here and finds its right place: larger than life. Simply a must.""",1
"b'The writers missed so many opportunities and created so many plot holes.<br /><br />Example: When Dave retrieved his keyboard from the rain, I was eagerly anticipating the funny sounds that were going to come out of it. Nothing! Are you kidding me? A truly witty writer would have not only had a field day with that, but it would have eliminated the major problem of the entire audience wondering how a digital keyboard can become completely soaked but then work perfectly.<br /><br />There were at least 10 other similar situations. Overall, small children will enjoy this, parents will endure it without too much complaining.'",0
"b""I usually like these dumb/no brain activity movies, but this was just too stupid. There were way too many clich\xc3\xa9s and the plot didn't really make much sense. There were a lot of loose ends and the ending was extremely poor and abrupt. We didn't even get too see if the big master plan worked. We only got too see the main character sob over his dead farther, the professor (that died because of stupidity (see below)).<br /><br />One scene annoyed me particularly. Why did the professor only have about 5 minutes of oxygen in his container when he went to manually override the dam? And if they only had oxygen containers containing 5 minutes worth of oxygen, why didn't he bring two or three of them? Then he would have survived\xc2\x85 that was bloody stupid. The movie is pretty full of such stupid things. I can not recommend it at all.""",0
"b""Ah, classic comedy. At the point in the movie where brains get messed together, a two minute scene with Bruce Campbell beating himself up partially, reminds me of how simplistic movies and ideas can grab you and wrap you into a whole movie.<br /><br />For years and years, Bruce Campbell knows what kind of movies we want out of him. We want to see weird movies like Bubba Ho Tep. We want to see cameo roles in Sam Raimi movies, and we want to see 'Man with the Screaming Brain'. With the title alone, one knows that it's going to border that completely silly type of movie, like Army of Darkness, only with more silly and less monsters.<br /><br />The idea of the movie is simple. Bruce sees doctor. Doctor has new idea. Bruce gets bad things happen to him on way to see doctor. Coincidentally, it's the thing the doctor wanted to show him that saves him. Hilarity ensues.<br /><br />With the addition of Ted Raimi as a weird Russian guy, and journeyman Stacy Keach as Dr. Ivan Ivanovich Ivanov, it's funny, that does this movie. Complete funny. Never a point of scary.<br /><br />If you like the silly Bruce Campbell, you'll like this. Then again, why would you be watching this if you didn't like Bruce Campbell?""",1
"b'A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.'",1
"b""This movie had a very convoluted plot and very contrived setting, that I, frankly, could not follow, which is surprising considering the acting and dialogue could have only been the product of a kindergartener's writing. If you like Kathy Ireland, then maybe you'd want to see this. The movie was probably made as a vehicle to try to get her into Hollywood, but if that was its goal I would have to say that I hope she didn't invest too much money in its production.""",0
"b'This gawd-awful piece of tripe is all over the place. The script is bad, the plot is bad, the acting is bad. There are a couple of decent actors in it (Charles Durning, eg.), but the director got nothing out of them. The plot line has Santa, feeling dejected and thinking no one needs him any more, taking a little girl across country to try to get her father back together with her mother. It includes a con-man in a Santa suit with a stuffed parrot on his shoulder (played by ""Isaac"" from The Love Boat), the world\'s largest elf (played by Bruce Vilnach - a very funny man, but no actor), a hardened factory owner who works his employees overtime on Christmas eve, and a sleigh race where someone cuts one of Santa\'s skis trying to win. If the plot sounds bad, it\'s worse on the little screen. If you see this movie coming up next, run, do not walk, to your television and unplug it. You may want to boil your television to remove any remaining infection. If you accidentally watch more than 10 minutes of this, you may have to burn your television, and have the cable company install entirely new lines.'",0
"b'As a fan of history, mythology, and fantasy ""Mystic Knights"" show pulled me in from the get-go. It has semi-decent scripting, the costumes are fantastic (there are exceptions), it has pretty good acting, and the heroes and villains all play well off each other.<br /><br />SCRIPTS--Half a script is pretty great, the other half falls flat, but its all mixed together, meaning many episodes turn out so-so. Also, some of the key players are repeatedly being given dead lines (King Conchobar and Angus for instance) they need to be given something... more. I\'m not sure what but the writers should be able to come up with something. ACTING--Apart from some over acting by villagers (horrid lines they end up putting too much effort into), casting did extremely well in choosing their leads and so on. Everyone, good and bad, works well together! COSTUMES/WEAPONS--The everyday clothes that everyone wears are spectacular! Mystic Knight armor that falls short are Deirdre\'s and Garrett\'s. A chainmail bikini would probably have better protection in her case... and wouldn\'t look as plastic; his looks like bunch of snap-it-together pieces of brown plastic, when it should look bronze. Ivar\'s trident looks like it was bought at a discount store and while Garretts weapons look cool, they also look plastic.<br /><br />Recently ""Mystic Knights"" has taken on too many ""Power Rangers"" traits, if you watch the show, you\'ll know what I mean. As the series progresses, though, it should find its niche and perfect its style. Overall, it is a wonderful show that all ages should enjoy (most of my friends and I watch it and we\'re all 20+). The plot thickens and twists, though it gets a bit juvenile in places, and everything just keeps getting more interesting. It might be of some interest to fans of the movie ""Willow"" or the T.V. series ""The Adventures of Sinbad"". A lot of adventure, a dab of mystery, a dash of romance, a sprinkling of forces at nature... Check it out! (My Score: 7/10)'",1
"b'The success of the original French ""Emmanuelle"" series (I\'ve only watched the first, which wasn\'t too bad considering) led to a spate of imitations; the Italian counterpart, which even changed the race of its heroine, was clearly less polished and more exploitative - descending more and more into vulgarity as the series went along. Incredibly, there were 16 ""Black Emanuelle"" films in total, with the heroine even having the spelling of her name changed to avoid copyright issues!! Still, Laura Gemser - the titular object of desire - became almost as much of an icon as the original Emmanuelle, Sylvia Kristel (although, personally, she\'s too skinny for my tastes)! Here she\'s even billed as ""Emanuelle"" rather than with her real name - with the director, likewise, becoming ""Albert Thomas""! <br /><br />In itself, the film offers little of interest: as a matter of fact, one would do best to approach it as a travelogue with some decent footage of the African wildlife. With respect to the sex scenes, I don\'t know how complete the version I watched was but, while there was a lot of nudity, none of it was very explicit - or even titillating (the scene that came closest, perhaps, was when Gemser - who works as a photographer - and her companion Karin Schubert turn the camera on each other, naturally sans clothes, in the middle of the jungle)! The film also features an artist made up to look like Salvador Dali but, mercifully perhaps, his scenes do not take much of the running time. The score by Nico Fidenco is typically bland 70s pop and, really, nothing to write home about.'",0
